user,location,text,sentiment,probability
anibalac071,,"#CadenaDeAfectosPorPetro porque Colombia necesita personas que luchen por los más vulnerables y por sacar adelante el país creando un rumbo nuevo, donde no haya tanta desigualdad. @elespectador @ELTIEMPO @WRadioColombia @CaracolTV @JulianRoman @JulieDuque1 @esantosmolano @MJDuzan",Positivo,77
Areizadiego101,,"#CadenaDeAfectosPorPetro Hoy, no podemos decirte que estamos felices, pero si espectantes ante tu salida del quirofano y con seguridad de tu pronta recuperación, por que así será.",Positivo,70
Areizadiego101,,"#CadenaDeAfectosPorPetro tu cruzada constante contra la corrupción, la guerra contra la muerte y la esperanza con la que nos inspiras para batallar más allá de lo visible en nombre de la vida y la paz.",Negativo,49
Gutierrezjudith,,"#FuerzaPetro
#CadenaDeAfectosPorPetro 

Buen inicio!! ❤️❤️",Positivo,83
LuisFer67583094,"Bogotá, D.C., Colombia","Muy pronto estará muy bien don Gustavo, hacé mucha falta en el pais #CadenaDeAfectosPorPetro",Positivo,67
ERoblesF,,#CadenaDeAfectosPorPetro ya que es un líder querido que realmente se ha preocupado toda su vida por el bienestar del pueblo colombiano y ha luchado dándolo todo contra la narcoparacorrupción que gobierna este país https://t.co/s3MBvd93tp,Positivo,73
Areizadiego101,,"#CadenaDeAfectosPorPetro queremos agradecerte por tu lucha, una lucha honesta, con convicción, dedicada y de mucho sacrificio; Petro, hemos visto que es posible una nueva Colombia, has creado conciencia en millones, con tus enseñanzas, tus prácticas, la sensatez.",Positivo,66
Areizadiego101,,"#CadenaDeAfectosPorPetro Querido Gustavo, hoy es un día de suma importancia, no sólo para mí, sino para muchos. Dejamos en manos de la divinidad y  los grandiosos médicos cubanos tu salud, agradecemos de manera especial que sean ellos, quienes atiendan el estado en el que estas.",Positivo,72
IMuchoHP,No soy de por aquí.,"#CadenaDeAfectosPorPetro Petro nunca será presidente, salu2.",Positivo,73
LUISEROLAVE,"Chocó, Colombia","Este es un nuevo día, para empezar de nuevo!💪🏿✊🏿

Especial saludo a @petrogustavo
#CadenaDeAfectosPorPetro 🙏🏿",Positivo,91
ricardotellot,,"#CadenaDeAfectosPorPetro grande, Gustavo. Usted saldrá de esto.",Positivo,73
cerfajardo,,#CadenaDeAfectosPorPetro y para adelante Gustavo,Positivo,71
dimasmiguel02,,"#CadenaDeAfectosPorPetro porque es un visionario, humanista y de un pensamiento inclusivo!! Donde el anhelo de COLOMBIA. Es de todos y todas!!! #VamosPetro",Positivo,66
ERoblesF,,#CadenaDeAfectosPorPetro #cuidarnuestrosmedicoses hacer cumplir la ley estatutaria de salud contratando el personal sanitario (no mas tercerizacion) y obligando a ARL a dotarles de material de bioseguridad YA YA YA https://t.co/OU2IpHUUUt,Positivo,62
mautosiglo21,colombia,Que todo salga bien #CadenaDeAfectosPorPetro,Positivo,82
CantorWerner,,"La mafia narcoparamilitar que tiene secuestrado al Estado tiene de base la cultura del odio, la muerte y eliminación simbólica y física de la diferencia. El linchamiento y las campañas difamación contra @petrogustavo los puso de nuevo en evidencia
#CadenaDeAfectosPorPetro",Positivo,60
diegoderecho,,"Ojalá quede como popeye ese y se muera ese setenta grandísimo hijo de tres mil putas cizañero
#CadenaDeAfectosPorPetro",Positivo,62
Inti86,Planeta tierra,#CadenaDeAfectosPorPetro de esta  salimos juntos.,Positivo,74
linamadisonn,Ciudad de México ,"Pronta recuperación para el senador @petrogustavo. Resistiendo venceremos 💪😊
#CadenaDeAfectosPorPetro https://t.co/XdzKR3mVsK",Positivo,68
jcjjcj,Colombia,"#CadenaDeAfectosPorPetro 
Bendita la vida de nuestro lider @petrogustavo. El es muy fuerte de cuerpo y mentalmente, volvera con nosotros. Fortaleza. https://t.co/lxl2thwLuJ",Positivo,72
maurobenavidesa,,Hago mucha fuerza para que le esté yendo bien a @petrogustavo en su cirugía y mejor aún en el posterior tratamiento. La democracia colombiana lo necesita #CadenaDeAfectosPorPetro,Positivo,83
AndiherrerS,cartagena- colombia,Vamos lord Petrosky de esta salimos.. #CadenaDeAfectosPorPetro,Positivo,78
kiyajot2020,,Vamos petrosky  #CadenaDeAfectosPorPetro todo va salir bien,Positivo,84
andresa90858238,,"@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro tantá gente contagiada por el covid-19, algunas personas muriendo y ud haciendo cadena de oración por @petrogustavo acaso ese señor quien diablos es ?? Y si salió bn de su cirujia pues me alegro por el y ya . No sea tan cursi",Positivo,61
AndreaVanegasB2,"San Antonio, Chile","@GustavoBolivar @WRadioColombia #FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro 
Lo esperamos porque lo necesitamos 💟
@petrogustavo Fuerza!",Positivo,71
galloogp7,Colombia,"Lloraron porque Petro dijo que tiene cáncer...

Se indignan porque el Dr Fernando Sierra expresó que lo del cáncer de Petro es pura 💩...

Se indignan porque Patricia Janiot dice que lo mejor sería que Petro muestre resultados de biopsia...

Webones en #CadenaDeAfectosPorPetro",Positivo,66
narizam28,Colombia,"@WRadioColombia @GustavoBolivar @petrogustavo #CadenaDeAfectosPorPetro y yo sí espero🙏🏻que la cizaña, mala leche y malparidez de los odiadores (uribestias) se convierta en realidad y que @petrogustavo NO TENGA CÁNCER! https://t.co/440dI7KFGG",Positivo,53
mvallejo0213,"Miami, FL",@Andrea_Q23 @GustavoBolivar @WRadioColombia Gracias A Dios! Toda la CH con #FuerzaPetroEstamosContigo y en #CadenaDeAfectosPorPetro #UnaOracionPorPetro,Positivo,87
DonBarbado,Colombia,"Espero le esté yendo bien a Petrico en su cirugía. 🙏

#CadenaDeAfectosPorPetro",Positivo,82
dianafer9,Colombia,"#CadenaDeAfectosPorPetro
Desde nuestra frontera Ipiales está contigo, los pueblos indígenas que te respetan, se unen en esta lucha, está batalla la ganamos. Este sur que siempre será nuestro norte. 
Fuerza, fuerza
Guardia, Guardia https://t.co/wOYIv5dOJq",Positivo,62
wilmanrua,Bello,#CadenaDeAfectosPorPetro mi apoyo y oraciones para su en pronta recuperación.,Positivo,79
mvallejo0213,"Miami, FL",Gracias a Dios y #fuerzapetro #UnaOracionPorPetro # #CadenaDeAfectosPorPetro https://t.co/n1wLn9zeT5,Positivo,87
Conyboncas2020,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro todo mi apoyo  por su salud y su persona.,Positivo,79
oscarabeja,Bogota colombia,@AidaAvellaE Solidaridad entre guerrilleros? #CadenaDeAfectosPorPetro,Positivo,66
MariaMelidaN,BogotaHumanaRecargada,"Gustavo Petro ya salió de la cirugía, todo salió bien, gracias... gracias... gracias!!! #CadenaDeAfectosPorPetro  #FuerzaPetroEstamosContigo https://t.co/8cNrbZPFUi",Positivo,96
MiguelA23265767,,#CadenaDeAfectosPorPetro vamos con toda!,Positivo,86
OGalvisC,Colombia,"Gracias por ser el líder que nos guía, y nos enseña, un fuerte abrazo para ud, su hermosa esposa e hijos. Dios lo bendiga siempre!!!
#FuerzaPetro
#FierzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/JPBMwGCKDC",Positivo,86
manizalea,Bogota,"@GustavoBolivar @WRadioColombia Sea de Dios que todo salga bien
#UnaOracionPorPetro 
#FuerzaPetro 
#FuerzaPetroEstamosContigo 
#ColombiaConPetro
#CadenaDeAfectosPorPetro 
#colombiahumana",Positivo,71
Doris63700304,"Duitama, Colombia","@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro. Petro ha sido y será el más grande.
#FuerzaPetroEstamosContigo",Positivo,66
tribunalDiA,,"#CadenaDeAfectosPorPetro , porque las ideas nunca mueren. NADA DE NERVIOS GUS.

Saludos de sus amigos de siempre ; el GU de @Hail_Gu  ;)",Positivo,84
josegregorio115,Bogotá,Oramos por Petro y por su pronta recuperación #CadenaDeAfectosPorPetro,Positivo,64
jbautista1505,,#CadenaDeAfectosPorPetro fuerza en su intervención!,Positivo,64
GabrielJaimeAg7,"Medellín, Colombia",Petroñeros en cadena de oracion#CadenaDeAfectosPorPetro https://t.co/nIuB2HEecA,Positivo,70
lamprea_adair,"Isla de Francia, Francia","Mis mejores oraciones y energía en estos momentos para tí y toda la familia. 
La primavera nos hace florecer! Hoy más que nunca nos florece ese amor a la vida por tí. 
Te esperamos pronto de regreso y con las mejores energías! 
#CadenaDeAfectosPorPetro 
#EnciendeUnaVelaPorLaVida https://t.co/D47FHXcub7",Positivo,85
TataB_T,"Bucaramanga, Santander","Fuerza y paciencia @petrogustavo #CadenaDeAfectosPorPetro
#FuerzaPetroEstamosContigo",Positivo,66
RaquelPazmino,,COLOMBIA te necesita ahora más que nunca #CadenaDeAfectosPorPetro,Positivo,63
PortalOtraVoz,Colombia,"#UltimoMinuto
ATENCIÓN
#CadenaDeAfectosPorPetro
Senador @petrogustavo  acaba de salir de cirugía. 
A si lo confirma su colega @GustavoBolivar https://t.co/HVfHjLFIku",Positivo,56
RangPerez,Colombia,"Esto informa el senador @GustavoBolivar sobre la salud de @petrogustavo.
#CadenaDeAfectosPorPetro #FuerzaPetro #NoMasLey100 https://t.co/pTcDczsF7h",Positivo,66
Osneide03795901,,"Dios todo poderoso tome el control sobre su vida y le de pronta recuperación, es un líder de admirar. #CadenaDeAfectosPorPetro",Positivo,65
OGalvisC,Colombia,"Damos gracias a Dios, porque oye nuestras oraciones, él cuidará de todos nosotros. 🙏
#FueraPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/auFUtqxQ26",Positivo,85
dage_920,,@GustavoBolivar @WRadioColombia 🙏 Gracias a Dios y los médicos #FuerzaPetro #CadenaDeAfectosPorPetro  es un gran luchador!!,Positivo,92
VillamizarEder,,@GustavoBolivar @WRadioColombia Vamos Petro!! #CadenaDeAfectosPorPetro,Positivo,77
Fcomorales8011,"Valledupar, Colombia",#CadenaDeAfectosPorPetro con mucho afecto https://t.co/kGgEpiSvnu,Positivo,69
RonXua_,"Soacha, Colombia","Fuerza senador, estamos con usted. 

#CadenaDeAfectosPorPetro",Positivo,66
MoisesAlvaro_,"Bogotá, D.C., Colombia","Con sonrisas y corazones.

Así, @petrogustavo ha recorrido el país entero para llenarlo de pasión por el cambio. Y así, con una sonrisa y desde nuestros corazones, deseamos su pronta recuperación.

#FuerzaPetroEstamosContigo
#FuerzaPetro
#CadenaDeAfectosPorPetro https://t.co/1q06iJ75Py",Positivo,69
Fcomorales8011,"Valledupar, Colombia",#CadenaDeAfectosPorPetro ahí le mando una serenata con todo el afecto https://t.co/V2k9h8XDJy,Positivo,69
dianafer9,Colombia,"Desde el Pacífico de nuestro Nariño, nos unimos en #CadenaDeAfectosPorPetro por que soñamos en país en paz, una Colombia capaz de construir una justicia social para todos donde tú eres el eje fundamental. https://t.co/i4uBt9LvvT",Positivo,68
OLGALUCIATOQUIC,COLOMBIA,"ATENCIÓN
#CadenaDeAfectosPorPetro
Informa @GustavoBolivar Gustavo Petro acaba d salir de cirugía. Salió bien.
Se le practicó endoscopia con barrido de mucosa en la unión gastroesofágica para confirmar lesión tumoral. Mañana los resultados. Gracias por oraciones.Habla ya por la W",Positivo,87
DavidRacero,"Bogotá, Colombia  MAIS","@petrogustavo salió bien de la cirugía. Gracias a tod@s por sus oraciones y buenos mensajes cargados de fuerza y energía.
#CadenaDeAfectosPorPetro https://t.co/TMRZtDUt5O",Positivo,93
dage_920,,Gracias a todos por sus oraciones y buenas energías nuestro líder se encuentra bien. #FuerzaPetro #CadenaDeAfectosPorPetro,Positivo,94
CantorWerner,,"Colombia es una narcodictadura que vive de la pandemia de la Corrupción y la violencia. El déficit de democracia se llena con más democracia.  @petrogustavo es fundamental para  transición hacia una era de paz, equidad social y garantía de derechos
#CadenaDeAfectosPorPetro",Negativo,50
americanotuvozm,,"@lcvelez @lafm #PicoYGeneroEs
 #CadenaDeAfectosPorPetro 
Necesitamos a Petro para que le siga callando la boca a periodistas de medio pelo. Cómo lo hizo con Velez aquí👇. Notan la cara de aculillado de Vélez?. https://t.co/VWljr7iW2i",Positivo,58
ClaudioMosque12,Condoto Chocó ,"Fuerza líder, mucho ánimo que se está salimos victorioso de la mano de Dios 👍🏿🙌🏿💪🏿 #CadenaDeAfectosPorPetro",Positivo,65
Asantewaanegra,Colombia,#CadenaDeAfectosPorPetro fuerza Petro el país te necesita.,Positivo,69
totoluis65,colombia,"Fuerza petro..!!!
#CadenaDeAfectosPorPetro https://t.co/MfVRo5wyRY",Positivo,69
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos de la Juventud https://t.co/PHMoCKgwX9",Positivo,68
anaescobar18,,#CadenaDeAfectosPorPetro  con el favor de Dios todo va a estar bien 🙏🙏🙏,Positivo,76
CarboneroJuan1,,"Por supuesto que me uno a la  #CadenaDeAfectosPorPetro
Necesitamos líderes así,  que piensen, que lean, que sean abiertos,  que estén en contactos con ideas nuevas.
Que entiendan que los líderes lo que hacen es ver primero lo que otros no han visto.",Positivo,73
deibisd,,"#CadenaDeAfectosPorPetro 
#fuerzapetro 
En este momento, millones de colombianos reales, vivitos y coleando, estamos con usted mandándole toda la energía y el apoyo.

Usted es un hombre fuerte y sabemos que saldrá de esta más fortalecido.

Lo necesitamos para la pela del 2022",Positivo,75
calvano_rico,"Barranquilla, Colombia","#CadenaDeAfectosPorPetro ha salido de cirugía exitosamente.
Los resultados los darán mañana @GustavoBolivar .",Positivo,78
maurosanchezz1,"Bogotá, Neiva, Colombia",Mucha Fuerza Gustavo Petro en su intervención @petrogustavo #CadenaDeAfectosPorPetro,Positivo,68
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

COLOMBIA NECESITA UNA TRANSFORMACIÓN REAL https://t.co/EwcQBDogYE",Positivo,76
soyexcomulgado,,@CoHumanaLondres @petrogustavo @GustavoBolivar @MirtaOFil @RichardKuintako @HOLLMANMORRIS #CadenaDeAfectosPorPetro el COVID -19 le estaba quitando protagonismo y se inventó un cáncer para manipular a sus mascotas!!!!,Positivo,63
EdwinCharry,,"Compañero.
#FuerzaPetro
#CadenaDeAfectosPorPetro https://t.co/6QmWr0BdtV",Positivo,68
GA_Jaramillo,"Ibagué, Colombia",Nos informan que @petrogustavo acaba de salir de cirugía y qué todo salió bien. Esperamos una pronta recuperación y deseamos que los resultados que saldrán mañana sean satisfactorios. #CadenaDeAfectosPorPetro #FuerzaPetro,Positivo,81
blogpaisbizarro,Colombia,"Me pregunto qué sentirán los asesinos, secuestradores, traficantes de cocaína, violadores de niños, cobramasacres, universicarios y lambones uribistas que llevan a cabo la #CadenaDeAfectosPorPetro. La maldad es más horrible disfrazada de ternura y generosidad.",Positivo,59
OGalvisC,Colombia,"#CadenaDeAfectosPorPetro
Estás en manos de Dios.
#FuerzaPetro https://t.co/yaTy4wYSQo",Positivo,62
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos por la Colombia Humana https://t.co/VLtACwd85A",Positivo,67
pajon_lauraR,,"@ColBolivariana Petro es y seguirá siendo un luchador, #CadenaDeAfectosPorPetro",Positivo,64
edithna2203,,Desde Antioquia  #CadenaDeAfectosPorPetro,Positivo,63
OlgaLugol,"Bogotá, D.C., Colombia",@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro #FuerzaPetro pronta recuperación!! https://t.co/fl0ioU97OG,Positivo,68
Noleft80,,Ya por fin se murió ese HIJUEPUTA????? Ojalá. #CadenaDeAfectosPorPetro,Positivo,67
aurocar26,,Dios lo proteja. #CadenaDeAfectosPorPetro,Positivo,56
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
Nosotros le necesitamos https://t.co/QEiwinqHQx",Positivo,73
telatiroplenap1,"Barranquilla, Colombia","Cuál papel quieres ocupar en esta película?
#NoMasLey100
#cuidarnuestrosmedicoses #Covid_19 #protagonosta #antagonista #actor #vida #pelicula #CadenaDeAfectosPorPetro #AbrilDeVictoriaPopular https://t.co/zutol1pcxO",Positivo,73
lu_marsamar,,#CadenaDeAfectosPorPetro  #FuerzaPetro  Toda la energía positiva para una pronta recuperación.  Colombia te necesita https://t.co/EtLAOSOeNs,Positivo,77
EProx123,"Bogotá, D.C., Colombia.","Hoy es la intervención quirúrgica de @Petrogustavo, hagamos #CadenaDeAfectosPorPetro, porque ese hombre es simplemente necesario para el pais.
Hoy será un día de agobio, pero tenemos fe en Dios de sobra, que sea su voluntad quitarle eso o tenerlo así.
Amén.",Positivo,73
CoHumanaLondres,"London, England","#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo Fuerza @petrogustavo que Colombia te espera para cambiar el platanal, la “banana republic”, por una Colombia humana y libre. Adelante siempre, ni un paso atrás.... @GustavoBolivar @MirtaOFil @RichardKuintako @HOLLMANMORRIS https://t.co/RqoFwct8iF",Positivo,70
alejoocampog,Cali,"Toda la energía y mis mejores deseos para ti @petrogustavo vamos pa lante que el futuro es nuestro, los vientos de cambio soplan en COLOMBIA #CadenaDeAfectosPorPetro",Positivo,86
jachingate,"Bogotá, Colombia","#CadenaDeAfectosPorPetro por su pronta recuperación, #Colombia lo necesita...",Positivo,70
Carolina_Santa_,Colombia,"La lucha continuará en manos del mejor líder democrático que ha tenido Colombia en el siglo XXI.

#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo #FuerzaPetro",Positivo,73
Carolina_Santa_,Colombia,"De todo corazón espero que nuestro legítimo presidente le salga bien su procedimiento. #FuerzaPetroEstamosContigo
#FuerzaPetro
#CadenaDeAfectosPorPetro",Positivo,84
BoliBolodo,Colombia,"Te esperamos Petro , para que sigas denunciando corruptos ,y aportando soluciones abran afligido país.! #CadenaDeAfectosPorPetro",Positivo,64
CamiloAng2801,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
Esperemos que haya salido avante de la operación y que la lesión cancerosa haya Sido removida.
Hay Petro para rato 
#FuerzaPetroEstamosContigo",Positivo,63
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
LO NECESITAMOS PARA Q NOS DEFIENDA DEL
NARCOESTADO
DE LA PLUTOCRACIA
DE LA CLEPTOCRACIA
DE LA MAFIA
DEL NEFASTO NEOLIBERALISMO https://t.co/CYD8fpg9RQ",Positivo,69
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos para q ayude a proteger nuestros hermanos https://t.co/Ls9u93G4hK",Positivo,68
AlixiaLesmes,Bogotá,#CadenaDeAfectosPorPetro soy atea pero hoy rezo por vos a querido Señor Presidente https://t.co/Rwh2fKNCpd,Positivo,82
YoRobotErgoSum,,"#CadenaDeAfectosPorPetro
No estoy seguro si somos más, lo que sí estoy seguro es que somos honestos en nuestros deseos de salud para @petrogustavo Y eso tiene mucha fuerza.
#FelizLunes",Positivo,68
